"year","plot","code","functional_group","percent_cover","nearest_neighbor"
"2025",26,"SECR","forb",0.005,0
"2025",26,"THFE","forb",0.01,0
"2025",26,"VAOC","forb",0.06,0
"2025",26,"BRPU","grass",0.015,0
"2025",26,"ELGL","grass",0.05,1
"2025",26,"MESP","grass",0.015,0
"2025",26,"LUAR","legume",0.15,1
"2025",26,"CAHO","sedge",0.06,1
"2025",26,"RIMO","shrub",0.05,0
"2025",27,"ANSE","forb",0.001,0
"2025",27,"HEQU","forb",0.12,0
"2025",27,"HYHO","forb",0.05,1
"2025",27,"LIPO","forb",0.07,0
"2025",27,"MECI","forb",0.05,0
"2025",27,"SECR","forb",0.01,1
"2025",27,"BRPU","grass",0.07,0
"2025",27,"RIMO","shrub",0.25,0
"2025",28,"BAVU","forb",0.001,0
"2025",28,"DEBA","forb",0.01,0
"2025",28,"FRVI","forb",0.01,0
"2025",28,"HEQU","forb",0.05,0
"2025",28,"HYHO","forb",0.25,0
"2025",28,"MECI","forb",0.01,0
"2025",28,"POGR","forb",0.02,0
"2025",28,"SECR","forb",0.02,0
"2025",28,"ELGL","grass",0.02,0
"2025",28,"MESP","grass",0.03,0
"2025",28,"PHAL","grass",0.04,0
"2025",28,"CAHO","sedge",0.01,0
"2025",28,"RIMO","shrub",0.25,0
"2025",29,"ERCO","forb",0.005,0
"2025",29,"EREL","forb",0.005,0
"2025",29,"ERGR","forb",0.001,1
"2025",29,"HEQU","forb",0.09,0
"2025",29,"LIPO","forb",0.05,0
"2025",29,"POGR","forb",0.03,1
"2025",29,"RHIN","forb",0.025,0
"2025",29,"SECR","forb",0.01,0
"2025",29,"VAOC","forb",0.01,0
"2025",29,"VINU","forb",0.001,0
"2025",29,"ELGL","grass",0.1,1
"2025",29,"MESP","grass",0.08,1
"2025",29,"LUAR","legume",0.2,0
"2025",30,"ERCO","forb",0.005,0
"2025",30,"POGR","forb",0.01,0
"2025",30,"SECR","forb",0.07,0
"2025",30,"VAOC","forb",0.005,0
"2025",30,"ELGL","grass",0.1,0
"2025",30,"MESP","grass",0.05,0
"2025",30,"POST","grass",0.01,0
"2025",30,"LUAR","legume",0.2,0
"2025",31,"ANSE","forb",0.001,0
"2025",31,"BAVU","forb",0.005,0
"2025",31,"CHAN","forb",0.005,0
"2025",31,"ERGR","forb",0.001,0
"2025",31,"HEMU","forb",0.01,1
"2025",31,"HEQU","forb",0.05,0
"2025",31,"POGR","forb",0.07,1
"2025",31,"SECR","forb",0.07,0
"2025",31,"VAOC","forb",0.01,1
"2025",31,"ELGL","grass",0.1,0
"2025",31,"MESP","grass",0.03,1
"2025",31,"POST","grass",0.03,0
"2025",31,"LUAR","legume",0.3,1
"2025",32,"CHAN","forb",0.07,0
"2025",32,"ERCO","forb",0.01,0
"2025",32,"HEMA","forb",0.05,0
"2025",32,"HEMU","forb",0.01,0
"2025",32,"HEQU","forb",0.03,0
"2025",32,"POGR","forb",0.07,0
"2025",32,"VAOC","forb",0.03,0
"2025",32,"VECA","forb",0.05,0
"2025",32,"ELGL","grass",0.15,0
"2025",32,"MESP","grass",0.2,0
"2025",32,"TRSP","grass",0.01,0
"2025",32,"LUAR","legume",0.3,0
"2025",33,"ANSE","forb",0.01,0
"2025",33,"CHAN","forb",0.035,0
"2025",33,"DEBA","forb",0.04,0
"2025",33,"DESO","forb",0.001,0
"2025",33,"ERCO","forb",0.005,0
"2025",33,"HEMA","forb",0.05,0
"2025",33,"HYHO","forb",0.07,0
"2025",33,"SECR","forb",0.08,0
"2025",33,"VAOC","forb",0.05,0
"2025",33,"ELGL","grass",0.02,0
"2025",33,"MESP","grass",0.09,0
"2025",33,"PHAL","grass",0.001,0
"2025",33,"LUAR","legume",0.05,0
"2025",34,"CHAN","forb",0.15,1
"2025",34,"DESO","forb",0.005,0
"2025",34,"DRSP","forb",0.01,0
"2025",34,"ERGR","forb",0.005,0
"2025",34,"GERI","forb",0.015,0
"2025",34,"HEMU","forb",0.01,0
"2025",34,"HYHO","forb",0.02,0
"2025",34,"MECI","forb",0.09,0
"2025",34,"RAIN","forb",0.01,0
"2025",34,"RUSA","forb",0.08,1
"2025",34,"SECR","forb",0.02,0
"2025",34,"VAOC","forb",0.02,0
"2025",34,"VECA","forb",0.3,1
"2025",34,"ELGL","grass",0.05,1
"2025",34,"MESP","grass",0.1,1
"2025",34,"LUAR","legume",0.07,1
"2025",35,"ANSE","forb",0.02,0
"2025",35,"CHAN","forb",0.4,1
"2025",35,"DEBA","forb",0.03,1
"2025",35,"DRSP","forb",0.005,0
"2025",35,"GERI","forb",0.1,1
"2025",35,"HEMA","forb",0.2,0
"2025",35,"HYCA","forb",0.005,0
"2025",35,"HYHO","forb",0.05,0
"2025",35,"LIPO","forb",0.1,0
"2025",35,"MECI","forb",0.02,0
"2025",35,"SECR","forb",0.05,0
"2025",35,"VAOC","forb",0.01,0
"2025",35,"VINU","forb",0.01,0
"2025",35,"BRPU","grass",0.001,0
"2025",35,"ELGL","grass",0.07,1
"2025",35,"LUAR","legume",0.03,0
"2025",36,"CHAN","forb",0.4,0
"2025",36,"DEBA","forb",0.07,0
"2025",36,"DRSP","forb",0.001,0
"2025",36,"EREL","forb",0.01,0
"2025",36,"GERI","forb",0.06,0
"2025",36,"HEMA","forb",0.15,0
"2025",36,"HYHO","forb",0.03,0
"2025",36,"LIPO","forb",0.05,0
"2025",36,"MECI","forb",0.03,0
"2025",36,"SECR","forb",0.01,0
"2025",36,"VAOC","forb",0.05,0
"2025",36,"BRPU","grass",0.001,0
"2025",36,"ELGL","grass",0.05,0
"2025",37,"CHAN","forb",0.35,0
"2025",37,"DEBA","forb",0.05,0
"2025",37,"ERCO","forb",0.01,0
"2025",37,"EREL","forb",0.1,0
"2025",37,"HEMA","forb",0.05,0
"2025",37,"HYHO","forb",0.3,0
"2025",37,"MECI","forb",0.02,0
"2025",37,"RUSA","forb",0.07,0
"2025",37,"SECR","forb",0.05,1
"2025",37,"VAOC","forb",0.01,0
"2025",37,"ELGL","grass",0.05,0
"2025",37,"MESP","grass",0.1,1
"2025",37,"POPR","grass",0.02,0
"2025",37,"CAHO","sedge",0.01,0
"2025",38,"ANSE","forb",0.005,0
"2025",38,"BAVU","forb",0.002,0
"2025",38,"CHAN","forb",0.25,0
"2025",38,"EREL","forb",0.1,0
"2025",38,"GERI","forb",0.03,0
"2025",38,"HYHO","forb",0.05,0
"2025",38,"MECI","forb",0.06,0
"2025",38,"SECR","forb",0.08,0
"2025",38,"SIDR","forb",0.01,0
"2025",38,"VINU","forb",0.03,0
"2025",38,"ELGL","grass",0.05,0
"2025",38,"MESP","grass",0.05,0
"2025",38,"POPR","grass",0.01,0
"2025",38,"LUAR","legume",0.3,0
"2025",39,"BAVU","forb",0.005,0
"2025",39,"CHAN","forb",0.04,0
"2025",39,"DESO","forb",0.005,0
"2025",39,"ERCO","forb",0.01,0
"2025",39,"ERGR","forb",0.005,0
"2025",39,"GERI","forb",0.15,1
"2025",39,"HEMA","forb",0.1,1
"2025",39,"HYCA","forb",0.005,0
"2025",39,"MECI","forb",0.05,0
"2025",39,"PLTW","forb",0.005,0
"2025",39,"POGR","forb",0.07,1
"2025",39,"RAIN","forb",0.01,0
"2025",39,"SECR","forb",0.12,0
"2025",39,"TAOF","forb",0.01,0
"2025",39,"VAOC","forb",0.02,0
"2025",39,"BRPU","grass",0.01,0
"2025",39,"ELGL","grass",0.05,1
"2025",39,"MESP","grass",0.1,1
"2025",39,"LUAR","legume",0.3,1
"2025",39,"TRHY","legume",0.06,0
"2025",40,"BAVU","forb",0.001,0
"2025",40,"CHAN","forb",0.01,0
"2025",40,"DESO","forb",0.001,0
"2025",40,"DRSP","forb",0.05,0
"2025",40,"ERCO","forb",0.01,0
"2025",40,"HEMA","forb",0.25,0
"2025",40,"HYHO","forb",0.05,0
"2025",40,"MECI","forb",0.02,0
"2025",40,"POGR","forb",0.03,0
"2025",40,"SECR","forb",0.03,0
"2025",40,"ELGL","grass",0.03,0
"2025",40,"LUAR","legume",0.1,0
